Code,CamId,Name,Location,Type,Publish,Management Unit,CamStatus,PTZ,Angle,DisplayName,VideoUrl,VideoStreaming,StartTime,EndTime
TTH 130,5b25a268f13cba001124e713,TTH 130,"[10.7747057769436, 106.699481606483]",generic,True,,NOT_IMAGE,False,135,Nam Kỳ Khởi Nghĩa - Lê Thánh Tôn,,0,7/21/18 7:03,1/6/23 16:47
TTH 378,662b7f651afb9c00172dc992,TTH 378,"[10.7857353555811, 106.706600189209]",tth,True,,UP,True,,11B Nguyễn Bỉnh Khiêm,,0,4/29/24 14:04,11/18/25 16:45
TTH 183.2,63ae768dbfd3d90017e8f0f1,TTH 183.2,"[10.7560025246799, 106.701278686523]",tth,True,,UP,False,,Khánh Hội - Vĩnh Hội,,0,12/30/22 13:00,7/2/25 23:44
TTH 437,6818884f6dfb4b0018f8f50f,TTH 437,"[10.7344045962095, 106.559443473816]",tth,True,,UP,False,270,Trần Đại Nghĩa - Kênh C,,0,5/5/25 17:22,11/18/25 11:01
TTH 314.1,662a89ae1afb9c00172d26ad,TTH 314.1,"[10.7028218314316, 106.633536815643]",tth,True,,UP,True,,Nguyễn Văn Linh - Trịnh Quang Nghị,,0,4/29/24 14:04,11/18/25 17:11
TTH 218,63b54a70bfd3d90017ea7862,TTH 218,"[10.830049838744, 106.804490089417]",tth,True,,UP,True,,Lã Xuân Oai - Đường D2,,0,1/4/23 17:10,10/27/25 12:00
TTH 28.10,58e49783d9d6200011e0b9ce,TTH 28.10,"[10.8274733494884, 106.624760627747]",tth,True,,UP,False,135,Trường Chinh - Phan Văn Hớn 2 (HM-Q12),,0,5/20/17 11:14,11/5/25 11:40
ITS 7.2,5deb576d1dc17d7c5515ad0c,ITS 7.2,"[10.771135, 106.693342]",tth,True,,UP,True,,Nút giao Ngã sáu Phù Đổng 1,,0,12/10/19 9:14,11/18/25 17:11
TTH 287,6623ef776f998a001b252768,TTH 287,"[10.8616719345273, 106.602745056152]",tth,True,,UP,True,,Quốc Lộ 22 - Nguyễn Thị Sóc,,0,4/29/24 14:03,11/12/25 7:51
TTH 21.46,58d7bbf2c1e33c00112b3216,TTH 21.46,"[10.6656266937569, 106.570794582367]",tth,True,,UP,False,225,Quốc lộ 1 - Đinh Đức Thiện 2,http://125.234.114.126:11984/api/stream.m3u8?src=Qu%E1%BB%91c%20L%E1%BB%99%201%20-%20%C4%90inh%20%C4%90%E1%BB%A9c%20Thi%E1%BB%87n%202&mp4,1,5/20/17 11:14,7/17/25 15:34
TTH 348,662b51d21afb9c00172d89bf,TTH 348,"[10.7521974381054, 106.610255241394]",tth,True,,UP,True,,Tên Lửa - Đường số 7,,0,4/29/24 14:03,11/12/25 7:31
TTH 21.5,58746295b807da0011e33ccb,TTH 21.5,"[10.8752217316573, 106.758962273598]",tth,True,,UP,False,285,Quốc lộ 1 - Bình Đường,,0,5/20/17 11:14,10/27/25 22:20
TTH 37.4,585b2baec3f96200127dc508,TTH 37.4,"[10.7525452734972, 106.728331446648]",tth,True,,UP,False,285,Nguyễn Văn Linh - Huỳnh Tấn Phát 2,,0,5/20/17 11:14,11/19/25 13:50
TTH 44.10,5a606cd08576340017d06628,TTH 44.10,"[10.8144114199963, 106.71005487442]",tth,True,,UP,False,210,BX Miền Đông - Đinh Bộ Lĩnh 2,,0,1/19/18 7:00,11/14/25 15:01
TTH 380,662b80051afb9c00172dcaf6,TTH 380,"[10.7625269242757, 106.686580181122]",tth,True,,UP,True,,Nguyễn Trãi - Nguyễn Cư Trinh,,0,4/29/24 14:04,11/19/25 17:35
TTH 49.2,589d0bceb3bf7600110283d6,TTH 49.2,"[10.7990303873734, 106.727387309074]",tth,True,,UP,False,75,Cầu Sài Gòn 2 (dạ cầu),,0,12/28/22 11:02,7/16/25 15:24
TTH 139,5d8cd253766c88001718893a,TTH 139,"[10.7576520833075, 106.669279932976]",tth_axis,True,,NOT_IMAGE,False,150,Nguyễn Tri Phương - Hùng Vương,,0,12/10/19 9:15,1/6/23 16:48
TTH 44.1,587ee2aeb807da0011e33d52,TTH 44.1,"[10.8020392090947, 106.683232784271]",tth,True,,UP,False,225,Phan Đăng Lưu - Phan Xích Long,http://camera.thongtingiaothong.vn/s/587ee2aeb807da0011e33d52/index.m3u8,1,5/20/17 11:14,11/18/25 13:21
TTH 370,662b5bc31afb9c00172d92e2,TTH 370,"[10.8093424582973, 106.615083217621]",tth,True,,UP,True,,Lê Trọng Tấn - Đường Kênh 19/5,,0,4/29/24 14:03,11/18/25 15:56
TTH 360,662b58401afb9c00172d90f5,TTH 360,"[10.8006480938667, 106.661823391914]",tth,True,,UP,True,,Hoàng Văn Thụ - Bùi Thị Xuân,,0,4/29/24 14:02,11/18/25 17:11
TTH 21.9,5874644cb807da0011e33cd5,TTH 21.9,"[10.8758064874328, 106.750985383987]",tth,True,,UP,False,105,Cầu vượt Sóng Thần 1,,0,5/20/17 11:14,10/21/25 15:40
TTH 405,662b867b1afb9c00172dd250,TTH 405,"[10.7692988698081, 106.696676015854]",tth,True,,UP,True,,Trần Hưng Đạo - Ký Con,,0,4/29/24 14:03,11/18/25 17:15
TTH 98,597bf0b8faa7ea0011c7c293,TTH 98,"[10.8163926125139, 106.791679859161]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,180,Cầu Phú Hữu 1,,0,8/1/17 13:13,10/28/25 11:41
TTH 59.1,5a10c79f02eb490011a0b0dd,TTH 59.1,"[10.7713172490313, 106.716717481613]",tth,True,,UP,False,,Mai Chí Thọ - Tố Hữu (C6),,0,11/21/17 7:11,11/7/25 11:50
TTH 444.1,68188af96dfb4b0018f8f8e4,TTH 444.1,"[10.7087675702381, 106.572275161743]",tth,True,,UP,False,,Võ Trần Chí - Kênh 10 (1),,0,5/5/25 17:21,11/5/25 16:58
TTH 394,662b83ff1afb9c00172dcffb,TTH 394,"[10.7805078178228, 106.698188781738]",tth,True,,UP,True,,Lê Duẩn - Phạm Ngọc Thạch,,0,4/29/24 14:03,11/19/25 17:35
ITS 8.7,5deb576d1dc17d7c5515ad19,ITS 8.7,"[10.784426, 106.699659]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Mạc Đĩnh Chi,,0,12/10/19 9:14,11/18/25 16:42
TTH 132,5b6329fdfd4edb0019c7dc0b,TTH 132,"[10.7596494601112, 106.684375405312]",tth,True,,UP,False,255,Nguyễn Trãi - Nguyễn Văn Cừ,,0,8/3/18 7:05,11/17/25 13:00
TTH 46.2,589add0fb3bf7600110283ae,TTH 46.2,"[10.8556133114939, 106.623339056969]",tth,True,,UP,False,120,Tô Ký (Tỉnh lộ 15) - Đông Bắc,,0,5/20/17 11:14,11/15/25 16:50
ITS 3.2,5deb576d1dc17d7c5515ad01,ITS 3.2,"[10.7878590168447, 106.691815853119]",tth,True,,UP,True,,Võ Thị Sáu - Hai Bà Trưng,,0,12/10/19 9:15,11/18/25 16:41
TTH 49.9,58abbf72bd82540010390ba4,TTH 49.9,"[10.7985614089434, 106.726319789886]",tth,True,,UP,False,75,Cầu Sài Gòn 9 (Bình Thạnh - Thủ Đức),,0,12/28/22 11:05,7/17/25 9:45
TTH 295,6623f1f16f998a001b25281f,TTH 295,"[10.865064709737, 106.759042739868]",tth,True,,UP,True,,Phạm Văn Đồng - Đào Trinh Nhất,,0,4/29/24 14:03,11/18/25 17:27
TTH 34.9,58ad6961bd82540010390be5,TTH 34.9,"[10.7990461956223, 106.680378913879]",tth,True,,UP,False,60,Nút giao Phú Nhuận 1 (Phan Đình Phùng),,0,5/20/17 11:14,7/2/25 23:44
IDICO-QL1 19,59ca2fa302eb490011a0a3fd,IDICO-QL1 19,"[10.7877852422632, 106.595111489296]",generic,True,,NOT_IMAGE,False,195,QL1 - cầu Bình Thuận,http://camera.thongtingiaothong.vn/s/59ca2fa302eb490011a0a3fd/index.m3u8,1,10/18/17 10:15,1/6/23 16:47
TTH 111,5a8257e25058170011f6eacd,TTH 111,"[10.8700853140978, 106.814097762108]",tth,True,,UP,False,300,Hoàng Hữu Nam - Đường D400,,0,2/22/18 7:04,10/23/25 6:10
TTH 40.4,5a606dbc8576340017d0662b,TTH 40.4,"[10.7978184191454, 106.721127033234]",tth,True,,UP,False,195,Điện Biên Phủ - Nguyễn Hữu Cảnh,,0,1/19/18 7:00,11/16/25 11:00
TTH 350,662b52a31afb9c00172d8b01,TTH 350,"[10.846467192202, 106.670604944229]",tth,True,,UP,True,,Lê Đức Thọ - Hẻm 688,,0,4/29/24 14:03,11/18/25 17:23
TTH 49.5,58abbee5bd82540010390ba2,TTH 49.5,"[10.7991621227557, 106.729398965836]",tth,True,,UP,False,345,Cầu Sài Gòn 5 (dạ cầu Thủ Đức),,0,12/28/22 11:02,10/25/25 13:10
TTH 325,662a8ef41afb9c00172d2af2,TTH 325,"[10.7449876687987, 106.704325675964]",tth,True,,UP,True,,Lê Văn Lương - Đường số 15,,0,4/29/24 14:02,11/18/25 17:11
TTH 302.2,6623f5b56f998a001b25292f,TTH 302.2,"[10.8022710610062, 106.746608018875]",tth,True,,UP,True,,Võ Nguyên Giáp - quay đầu An Phú (2),,0,4/29/24 14:03,11/19/25 12:50
TTH 416,66b1c398779f7400186740e3,TTH 416,"[10.7601975506409, 106.653256416321]",tth,True,,UP,True,,Ba Tháng Hai - Tạ Uyên,,0,8/6/24 13:51,11/18/25 17:15
TTH 21.49,58d7b756c1e33c00112b320d,TTH 21.49,"[10.6860698233787, 106.57566010952]",tth,True,,UP,False,75,Nút giao Chợ Đệm 2 (CT Trung Lương - Bùi Thanh Khiết),,0,5/20/17 11:14,10/23/25 6:10
TTH 255,6623e31e6f998a001b252250,TTH 255,"[10.7816671586319, 106.681677103043]",tth,True,,UP,True,,Kỳ Đồng - Bà Huyện Thanh Quan,,0,4/29/24 14:04,11/18/25 17:15
ITS 2.8,5deb576d1dc17d7c5515acfe,ITS 2.8,"[10.7825155824841, 106.683688759804]",tth,True,,UP,True,,Lý Chính Thắng - Trương Định,,0,12/10/19 9:16,11/18/25 17:15
TTH 0010,6792f3cf8c5ed4001b27f61e,TTH 0010,"[10.9771309811361, 106.643643379211]",tth,True,,UP,False,,Tỉnh Lộ 8 - Cầu Phú Cường,http://125.234.114.126:11984/api/stream.m3u8?src=T%E1%BB%89nh%20l%E1%BB%99%208%20-%20c%E1%BA%A7u%20Ph%C3%BA%20C%C6%B0%E1%BB%9Dng&mp4,1,1/24/25 9:11,10/23/25 6:10
TTH 26.5,58df4e22dc195800111e04bb,TTH 26.5,"[10.8141637700114, 106.668593287468]",tth,True,,UP,False,270,Yên Thế - Bạch Đằng,,0,5/20/17 11:14,10/16/25 20:39
TTH 21.47,58d7b3e8c1e33c00112b3207,TTH 21.47,"[10.6901498501196, 106.595363616943]",tth,True,,NOT_IMAGE,False,240,Quốc lộ 1 - Nguyễn Văn Linh,,0,5/20/17 11:14,10/28/25 21:51
TTH 35.1,58e49e3dd9d6200011e0b9d1,TTH 35.1,"[10.7886020312638, 106.6847884655]",tth,True,,UP,False,105,Nam Kỳ Khởi Nghĩa - Lý Chính Thắng,,0,6/13/22 7:13,11/13/25 21:51
TTH 165,5d8cdc57766c88001718896e,TTH 165,"[10.7904463853615, 106.652473211288]",tth,True,,UP,False,180,Lý Thường Kiệt - Lạc Long Quân,,0,12/10/19 9:16,10/26/25 16:40
TTH 265.2,66f1266f538c780017c93579,TTH 265.2,"[10.760766720521, 106.67405962944]",tth,True,,UP,True,,Hùng Vương - Nguyễn Chí Thanh,,0,9/23/24 15:40,10/23/25 6:10
TTH 105.3,5ad0679598d8fc001102e274,TTH 105.3,"[10.8452343413582, 106.786707043648]",tth,True,,UP,False,240,Lê Văn Việt - Man Thiện,,0,4/19/18 7:29,10/23/25 6:10
TTH 104.1,5a824b6c5058170011f6eaab,TTH 104.1,"[10.773841521503, 106.621397137642]",tth,True,,NOT_IMAGE,False,135,Nút giao Bốn Xã 3 (Lê Văn Quới),,0,2/22/18 7:04,11/17/25 15:10
TTH 3.1,58175ac4edeb6c0012a2d5bb,TTH 3.1,"[10.7878800952932, 106.749606728554]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,135,Mai Chí Thọ - Đồng Văn Cống 1,http://125.234.114.126:11984/api/stream.m3u8?src=Mai%20Ch%C3%AD%20Th%E1%BB%8D%20-%20%C4%90%E1%BB%93ng%20V%C4%83n%20C%E1%BB%91ng%201&mp4,1,5/20/17 11:14,11/20/25 9:10
TTH 290,6623f0576f998a001b2527ac,TTH 290,"[10.7859250629045, 106.641583442688]",tth,True,,UP,False,,Âu Cơ - Thoại Ngọc Hầu,,0,4/29/24 14:02,11/18/25 17:27
TTH 268.3,62da3e840637a10017d7073d,TTH 268.3,"[10.8451078948305, 106.71789765358]",tth_axis,True,,UP,True,,Quốc Lộ 13 - Đinh Thị Thi 3,,0,12/28/22 11:02,10/23/25 6:10
TTH 7.1,56de42f611f398ec0c481288,TTH 7.1,"[10.7637917349984, 106.697652339935]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,210,Võ Văn Kiệt - Cầu Ông Lãnh 1,,0,5/20/17 11:14,11/8/25 23:00
TTH 147,5d8cd614766c88001718894a,TTH 147,"[10.8081937627675, 106.69519007206]",tth,True,,UP,False,330,Lê Quang Định - Nơ Trang Long,,0,12/10/19 9:16,7/17/25 9:45
TTH 116.2,5a824f975058170011f6eab8,TTH 116.2,"[10.8310719980749, 106.676913499832]",tth,True,,UP,False,285,Nguyễn Oanh - Phan Văn Trị (2),,0,2/22/18 7:04,7/2/25 23:44
TTH 104.2,5a824c3e5058170011f6eaae,TTH 104.2,"[10.7738836803625, 106.621649265289]",tth,True,,UP,False,210,Nút giao Bốn Xã 1 (Bình Long),,0,2/22/18 7:04,7/17/25 9:44
ITS 2.1-1,5deb576d1dc17d7c5515acf9,ITS 2.1-1,"[10.777768, 106.68202]",tth,True,,UP,True,,Nút giao Công Trường Dân Chủ,,0,12/10/19 9:15,11/18/25 17:25
TTH 40.2,587470c2b807da0011e33ce4,TTH 40.2,"[10.7892027649838, 106.715097427368]",tth,True,,UP,False,90,Nguyễn Hữu Cảnh - Ngô Tất Tố (Cầu Thủ Thiêm 1),,0,5/20/17 11:14,7/12/25 2:44
TTH 451,68188cbf6dfb4b0018f900e9,TTH 451,"[10.7939137404315, 106.576459407806]",tth,True,,UP,False,195,Võ Văn Vân - Liên Ấp 123,,0,5/5/25 17:21,10/26/25 22:20
TTH 22.6.2,67e217ea3215f90017863bf1,TTH 22.6.2,"[10.7660631109292, 106.779545545578]",tth,True,,UP,False,315,Nguyễn Thị Định - Đường C (20-2),,0,3/25/25 9:52,11/18/25 17:15
BD 7.1,68ede6d0230ee50017d04d4c,BD 7.1,"[10.9846089851621, 106.66610956192]",generic,True,,UP,False,150,Đại lộ Bình Dương - ngã tư chợ Đình (1),,0,10/16/25 20:39,11/18/25 17:26
TTH 21.37,584e734a61cfea0012cf694f,TTH 21.37,"[10.8162345391232, 106.60130739212]",tth,True,MCST,UP,False,270,Quốc lộ 1 - Lê Trọng Tấn,,0,5/20/17 11:14,11/14/25 12:30
TTH 377,662b7f251afb9c00172dc8bc,TTH 377,"[10.7767873576075, 106.697995662689]",tth,True,,UP,True,,Nam Kỳ Khởi Nghĩa - Nguyễn Du,,0,4/29/24 14:02,11/18/25 17:27
TTH 279,6623ec826f998a001b252686,TTH 279,"[10.8419361769392, 106.676613092422]",tth,True,,UP,True,,Nguyễn Oanh - Lê Đức Thọ,,0,4/29/24 14:03,11/19/25 17:37
ITS 10.3,5deb576d1dc17d7c5515ad23,ITS 10.3,"[10.763649, 106.659903]",tth,True,,UP,True,,Ba Tháng Hai - Lý Thường Kiệt,,0,12/10/19 9:15,10/23/25 6:10
TTH 21.54,595d9ba43dcfc400106f2880,TTH 21.54,"[10.8591062543837, 106.705430746078]",generic,True,1,NOT_IMAGE,False,315,Quốc lộ 1 - An Phú Đông 12 (2),http://camera.thongtingiaothong.vn/s/595d9ba43dcfc400106f2880/index.m3u8,1,11/4/17 7:09,1/6/23 16:48
ITS 7.3,5deb576d1dc17d7c5515ad0d,ITS 7.3,"[10.774816, 106.700909]",tth,True,,NOT_IMAGE,True,,Lê Lợi - Pasteur,,0,12/10/19 9:14,5/20/24 10:40
TTH 45.2,587efb60b807da0011e33d5d,TTH 45.2,"[10.8192748027252, 106.689192652702]",tth,True,,UP,False,75,Phạm Văn Đồng - Lê Quang Định 1,,0,5/20/17 11:14,11/1/25 7:10
TTH 431,6818863c6dfb4b0018f8f235,TTH 431,"[10.7650143803183, 106.498975753784]",tth,True,,UP,False,,Trần Đại Nghĩa - Mai Bá Hương,,0,5/5/25 17:21,11/17/25 12:20
TTH 46.1,589ad89eb3bf7600110283ac,TTH 46.1,"[10.8486167661312, 106.633611917496]",tth,True,,UP,False,135,Tô Ký (Tỉnh lộ 15) - Hẻm 146,,0,5/20/17 11:14,11/11/25 9:50
TTH 366.1,662b5adc1afb9c00172d925b,TTH 366.1,"[10.8235795946401, 106.629202365875]",tth,True,,UP,True,,Trường Chinh - Phan Huy Ích 1,,0,4/29/24 14:03,11/18/25 16:31
TTH 1a,5701e22bc4350a1100e26f6c,TTH 1a,"[10.7671171078657, 106.699680089951]",tth,True,Khu quản lý giao thông đô thị số 1,UP,False,30,Nguyễn Công Trứ - Calmette 1,,0,5/20/17 11:14,10/23/25 6:10
TTH 60.4,5b87c386ca057700116404a6,TTH 60.4,"[10.7710432140034, 106.715902090073]",tth,True,,UP,False,255,Đường hầm (Đầu hầm Tp Thủ Đức),http://125.234.114.126:11984/api/stream.m3u8?src=TTH%2060.4%20%C4%90%C6%B0%E1%BB%9Dng%20h%E1%BA%A7m%20(%C4%90%E1%BA%A7u%20h%E1%BA%A7m%20Tp%20Th%E1%BB%A7%20%C4%90%E1%BB%A9c)&mp4,1,9/2/18 7:08,11/7/25 11:50
TTH 146,5d8cd542766c880017188948,TTH 146,"[10.8511456568495, 106.757980585098]",tth_axis,True,,UP,False,150,Võ Văn Ngân - Đặng Văn Bi,,0,5/5/20 7:13,11/1/25 16:00
TTH 271,6623e8406f998a001b252465,TTH 271,"[10.8031773894881, 106.692352294922]",tth,True,,UP,True,,Phan Đăng Lưu - Hoàng Hoa Thám,,0,4/29/24 14:04,11/18/25 16:38
TTH 28.6,5875cef0b807da0011e33d14,TTH 28.6,"[10.8134629721378, 106.632796525955]",tth,True,,UP,False,345,Trường Chinh - Phạm Văn Bạch 2,,0,5/20/17 11:14,11/19/25 17:33
TTH 443.1,68188a816dfb4b0018f8f769,TTH 443.1,"[10.702737493872, 106.570858955383]",tth,True,,UP,False,,Võ Trần Chí - Thế Lữ 1,,0,5/5/25 17:22,10/23/25 6:10
TTH 101.1,5a823d555058170011f6eaa2,TTH 101.1,"[10.7791113331904, 106.702115535736]",tth,True,,UP,False,45,Lý Tự Trọng - Hai Bà Trưng 1,,0,2/22/18 7:04,7/13/25 20:04
TTH 21.55,595da2853dcfc400106f2883,TTH 21.55,"[10.8601019727034, 106.698827147484]",tth,True,,UP,False,,Quốc lộ 1 - Đường 15 (1),,0,7/21/18 7:03,11/5/25 19:40
TTH 27.2,587c8183b807da0011e33d3f,TTH 27.2,"[10.8013067666529, 106.662268638611]",tth,True,,UP,False,225,Hoàng Văn Thụ - Trần Quốc Hoàn,,0,5/20/17 11:14,7/17/25 9:45
TTH 131,5b632950fd4edb0019c7dc07,TTH 131,"[10.7568773715932, 106.684874296188]",tth,True,,UP,False,135,Nguyễn Văn Cừ - Trần Hưng Đạo 3,,0,8/3/18 7:05,11/17/25 13:10
ITS 4.2,5deb576d1dc17d7c5515ad06,ITS 4.2,"[10.788566, 106.699558]",tth,True,,UP,True,,Đinh Tiên Hoàng - Nguyễn Đình Chiểu,,0,12/10/19 9:14,11/18/25 17:24
TTH 351,662b54711afb9c00172d8d4f,TTH 351,"[10.8160870038835, 106.680099964142]",tth,True,,UP,True,,90 Nguyễn Thái Sơn,,0,4/29/24 14:03,11/18/25 17:27
TTH 122.2,5a8279865058170011f6eaef,TTH 122.2,"[10.7275738904052, 106.677889823914]",tth,True,,UP,False,330,Nguyễn Văn Linh - Phạm Hùng 2,,0,2/22/18 7:04,11/6/25 10:40
TTH 339,662b4faa1afb9c00172d875e,TTH 339,"[10.7497256871815, 106.649479866028]",tth,True,,UP,True,,Tháp Mười - Phạm Đình Hổ,,0,4/29/24 14:03,11/18/25 17:26
TTH 305.2,662a87641afb9c00172d24b0,TTH 305.2,"[10.7492250102216, 106.580879688263]",tth,True,,UP,True,,Võ Trần Chí - Trần Văn Giàu 2,,0,4/29/24 14:03,11/18/25 16:35
TTH 22.3,56de42f611f398ec0c4812a1,TTH 22.3,"[10.769926, 106.7747069]",tth,True,Khu quản lý giao thông đô thị số 2,UP,False,,Nút giao Mỹ Thủy 1,,0,5/20/17 11:14,11/15/25 8:40
TTH 183.1,63ae7669bfd3d90017e8f0d9,TTH 183.1,"[10.7528720275909, 106.702179908752]",tth,True,,UP,False,,Khánh Hội - Cầu Kênh Tẻ,,0,12/30/22 13:00,11/4/25 15:50
TTH 232,63b65e6abfd3d90017eaa361,TTH 232,"[10.7903304548658, 106.754236221313]",tth,True,,UP,True,,Nguyễn Thị Định - Thân Văn Nhiếp,,0,1/5/23 12:40,11/18/25 10:10
TTH 328,662a8fd41afb9c00172d2bac,TTH 328,"[10.7045402040992, 106.732370853424]",tth,True,,UP,True,,Nguyễn Lương Bằng - Phạm Hữu Lầu,,0,4/29/24 14:03,11/18/25 17:16
TTH 31,56f11afc3ac17b11001c504e,TTH 31,"[10.8048741133609, 106.664215922356]",tth,True,Management Center of Sai Gon River Tunnel,UP,False,180,Trường Sơn - Phan Đình Giót,,0,5/20/17 11:14,7/2/25 23:44
TTH 37.3,585b2b1ec3f96200127dc505,TTH 37.3,"[10.7528825680397, 106.728594303131]",tth,True,,UP,False,195,Nguyễn Văn Linh - Huỳnh Tấn Phát 1,,0,5/20/17 11:14,10/21/25 14:50
TTH 117.3,5a825b7d5058170011f6ead4,TTH 117.3,"[10.7282010989927, 106.700441837311]",tth,True,,UP,False,15,Nguyễn Văn Linh - Nguyễn Hữu Thọ (3),,0,7/21/18 7:03,11/3/25 1:00
TTH 44.6,5a6069238576340017d0661c,TTH 44.6,"[10.8026188385378, 106.698435544968]",tth,True,,UP,False,,Bạch Đằng - Lê Quang Định,,0,6/13/22 7:13,11/13/25 21:51
TTH 400,662b857b1afb9c00172dd106,TTH 400,"[10.7920852162229, 106.699739098549]",tth,True,,UP,True,,Điện Biên Phủ - Nguyễn Bỉnh Khiêm,,0,4/29/24 14:03,11/18/25 17:27
TTH 18.1,56de42f611f398ec0c481298,TTH 18.1,"[10.7263616348268, 106.61993265152]",tth,True,Management Center of Sai Gon River Tunnel,UP,True,120,Võ Văn Kiệt - An Dương Vương 1,,0,5/20/17 11:14,11/8/25 23:20
TTH 181.2,63ae75f9bfd3d90017e8f097,TTH 181.2,"[10.769072262419, 106.683275699615]",tth,True,,UP,False,,Cao Thắng – Võ Văn Tần 2,,0,12/30/22 13:00,7/2/25 23:44
TTH 188.2,63ae7829bfd3d90017e8f1ac,TTH 188.2,"[10.7564346782916, 106.719351410866]",tth,True,,UP,True,,Nguyễn Tất Thành - Cầu Tân Thuận 1,,0,12/30/22 13:00,11/1/25 18:30
TTH 252,65e0556b6b18080018db665e,TTH 252,"[10.7689774034613, 106.694637537003]",tth,True,,UP,True,,Nguyễn Thái Học - Phạm Ngũ Lão,,0,2/29/24 17:10,11/19/25 17:33
TTH 387,662b81eb1afb9c00172dcc85,TTH 387,"[10.7882331590867, 106.703939437866]",tth,True,,UP,True,,Nguyễn Thị Minh Khai - Nguyễn Bỉnh Khiêm 2,,0,4/29/24 14:02,11/18/25 17:16
TTH 21.70,595dd9ac3dcfc400106f28b4,TTH 21.70,"[10.8619827649163, 106.653299331665]",tth,True,,UP,False,,Quốc lộ 1 - BQB Trước UBND Q12 (hướng đi An Sương),,0,7/21/18 7:03,11/5/25 19:40
TTH 226,63b54d27bfd3d90017ea7ae5,TTH 226,"[10.8581948267685, 106.787774562836]",tth,True,,UP,True,,Xa lộ Hà Nội - Đường D1,http://125.234.114.126:11984/api/stream.m3u8?src=Xa%20L%E1%BB%99%20H%C3%A0%20N%E1%BB%99i%20-%20%C4%90%C6%B0%E1%BB%9Dng%20D1&mp4,1,1/4/23 17:10,7/17/25 9:45
TTH 320,662a8cc51afb9c00172d2938,TTH 320,"[10.7307995207108, 106.732006072998]",tth,True,,UP,True,,Huỳnh Tấn Phát - Phú Thuận,,0,4/29/24 14:03,11/18/25 17:25
TTH 22.12,587654d3b807da0011e33d36,TTH 22.12,"[10.7625480044979, 106.767582893372]",tth,True,,UP,False,45,Võ Chí Công - Đường số 2,,0,5/20/17 11:14,10/28/25 2:20
TTH 60.2,5990ffdbbec3b90016d2ad2d,TTH 60.2,"[10.7705847317646, 106.713402271271]",tth,True,,UP,False,255,Đường hầm (Đầu hầm Tp Thủ Đức),http://125.234.114.126:11984/api/stream.m3u8?src=TTH%2060.2%20%C4%90%C6%B0%E1%BB%9Dng%20h%E1%BA%A7m%20(%C4%90%E1%BA%A7u%20h%E1%BA%A7m%20Tp%20Th%E1%BB%A7%20%C4%90%E1%BB%A9c),1,1/18/19 14:15,7/17/25 9:45
TTH 117.1,5a8259035058170011f6eacf,TTH 117.1,"[10.7291234621994, 106.700549125671]",tth,True,,NOT_IMAGE,False,180,Nguyễn Văn Linh - Nguyễn Hữu Thọ (1),,0,2/22/18 7:04,11/17/25 10:00
TTH 43.1,58744f1fb807da0011e33cbd,TTH 43.1,"[10.7459679545654, 106.668984889984]",tth,True,,UP,False,90,Hưng Phú - Chánh Hưng 1,,0,5/20/17 11:14,10/23/25 6:10
TTH 225,63b54cffbfd3d90017ea7ad0,TTH 225,"[10.8730512767713, 106.732392311096]",tth,True,,UP,True,,Tỉnh lộ 43 - Chân cầu Gò Dưa,,0,1/4/23 17:10,7/17/25 9:44
TTH 48.1,589b4644b3bf7600110283ce,TTH 48.1,"[10.892943009858, 106.687889099121]",tth,True,,UP,False,300,Hà Huy Giáp - Cầu Phú Long 1,,0,5/20/17 11:14,11/1/25 7:00
TTH 154,5d8cd8e2766c880017188958,TTH 154,"[10.8374050930507, 106.732848286629]",tth,True,,UP,False,255,Phạm Văn Đồng - Hiệp Bình (hướng đi Sân bay),,0,12/10/19 9:14,7/17/25 9:44
TTH 231.1,63b54fe4bfd3d90017ea7ca2,TTH 231.1,"[10.7681342114135, 106.773290634155]",tth,True,,NOT_IMAGE,True,,Nút giao Mỹ Thủy (5),,0,1/4/23 17:20,5/30/25 0:12
TTH 212,63b54938bfd3d90017ea77f6,TTH 212,"[10.8055485847835, 106.817160844803]",tth,True,,UP,True,,Nguyễn Duy Trinh - Lã Xuân Oai,,0,1/4/23 17:10,10/27/25 12:20
TTH 277,6623ebd76f998a001b25264d,TTH 277,"[10.8522309658882, 106.626455783844]",tth,True,,UP,True,,Quốc Lộ 1 - Tô Ký,,0,4/29/24 14:03,11/18/25 17:13
IDICO-QL1 30,5a6086e88576340017d0668a,IDICO-QL1 30,"[10.7485662234825, 106.594237089157]",tth,True,,UP,True,150,QL1-Cty Pouyuen (1),,0,7/18/20 7:21,11/18/25 9:41
TTH 439,681888b66dfb4b0018f8f58c,TTH 439,"[10.7617627652255, 106.5702688694]",tth,True,,UP,False,,VX Trần Văn Giàu - Tỉnh Lộ 10,,0,5/5/25 17:21,11/19/25 6:52
TTH 135.2,5b6c15b8ca0577001163fe39,TTH 135.2,"[10.7911261587324, 106.718181967735]",generic,True,,NOT_IMAGE,False,0,Nguyễn Hữu Cảnh 3 (Hầm chui),,0,12/28/22 11:03,12/28/22 11:14
